Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,hour,demand_z1
,,,,,,,,983,22,0
,,,,,,,,984,23,0
,,,,,,,,985,0,0
,,,,,,,,986,1,0
,,,,,,,,987,2,0
,,,,,,,,988,3,0
,,,,,,,,989,4,0
,,,,,,,,990,5,0
,,,,,,,,991,6,0
,,,,,,,,992,7,0
,,,,,,,,993,8,0
,,,,,,,,994,9,0
,,,,,,,,995,10,0
,,,,,,,,996,11,0
,,,,,,,,997,12,0
,,,,,,,,998,13,0
,,,,,,,,999,14,0
,,,,,,,,1000,15,0
,,,,,,,,1001,16,0
,,,,,,,,1002,17,0
,,,,,,,,1003,18,0
,,,,,,,,1004,19,0
,,,,,,,,1005,20,0
,,,,,,,,1006,21,0
,,,,,,,,1007,22,0
,,,,,,,,1008,23,0
,,,,,,,,1009,0,0
,,,,,,,,1010,1,0
,,,,,,,,1011,2,0
,,,,,,,,1012,3,0
,,,,,,,,1013,4,0
,,,,,,,,1014,5,0
,,,,,,,,1015,6,0
,,,,,,,,1016,7,0
,,,,,,,,1017,8,0
,,,,,,,,1018,9,0
,,,,,,,,1019,10,0
,,,,,,,,1020,11,0
,,,,,,,,1021,12,0
,,,,,,,,1022,13,0
,,,,,,,,1023,14,0
,,,,,,,,1024,15,0
,,,,,,,,1025,16,0
,,,,,,,,1026,17,0
,,,,,,,,1027,18,0
,,,,,,,,1028,19,0
,,,,,,,,1029,20,0
,,,,,,,,1030,21,0
,,,,,,,,1031,22,0
,,,,,,,,1032,23,0
,,,,,,,,1033,0,0
,,,,,,,,1034,1,0
,,,,,,,,1035,2,0
,,,,,,,,1036,3,0
,,,,,,,,1037,4,0
,,,,,,,,1038,5,0
,,,,,,,,1039,6,0
,,,,,,,,1040,7,0
,,,,,,,,1041,8,0
,,,,,,,,1042,9,0
,,,,,,,,1043,10,0
,,,,,,,,1044,11,0
,,,,,,,,1045,12,0
,,,,,,,,1046,13,0
,,,,,,,,1047,14,0
,,,,,,,,1048,15,0
,,,,,,,,1049,16,0
,,,,,,,,1050,17,0
,,,,,,,,1051,18,0
,,,,,,,,1052,19,0
,,,,,,,,1053,20,0
,,,,,,,,1054,21,0
,,,,,,,,1055,22,0
,,,,,,,,1056,23,0
,,,,,,,,1057,0,0
,,,,,,,,1058,1,0
,,,,,,,,1059,2,0
,,,,,,,,1060,3,0
,,,,,,,,1061,4,0
,,,,,,,,1062,5,0
,,,,,,,,1063,6,0
,,,,,,,,1064,7,0
,,,,,,,,1065,8,0
,,,,,,,,1066,9,0
,,,,,,,,1067,10,0
,,,,,,,,1068,11,0
,,,,,,,,1069,12,0
,,,,,,,,1070,13,0
,,,,,,,,1071,14,0
,,,,,,,,1072,15,0
,,,,,,,,1073,16,0
,,,,,,,,1074,17,0
,,,,,,,,1075,18,0
,,,,,,,,1076,19,0
,,,,,,,,1077,20,0
,,,,,,,,1078,21,0
,,,,,,,,1079,22,0
,,,,,,,,1080,23,0
,,,,,,,,1081,0,0
,,,,,,,,1082,1,0
,,,,,,,,1083,2,0
,,,,,,,,1084,3,0
,,,,,,,,1085,4,0
,,,,,,,,1086,5,0
,,,,,,,,1087,6,0
,,,,,,,,1088,7,0
,,,,,,,,1089,8,0
,,,,,,,,1090,9,0
,,,,,,,,1091,10,0
,,,,,,,,1092,11,0
,,,,,,,,1093,12,0
,,,,,,,,1094,13,0
,,,,,,,,1095,14,0
,,,,,,,,1096,15,0
,,,,,,,,1097,16,0
,,,,,,,,1098,17,0
,,,,,,,,1099,18,0
,,,,,,,,1100,19,0
,,,,,,,,1101,20,0
,,,,,,,,1102,21,0
,,,,,,,,1103,22,0
,,,,,,,,1104,23,0
,,,,,,,,1105,0,0
,,,,,,,,1106,1,0
,,,,,,,,1107,2,0
,,,,,,,,1108,3,0
,,,,,,,,1109,4,0
,,,,,,,,1110,5,0
,,,,,,,,1111,6,0
,,,,,,,,1112,7,0
,,,,,,,,1113,8,0
,,,,,,,,1114,9,0
,,,,,,,,1115,10,0
,,,,,,,,1116,11,0
,,,,,,,,1117,12,0
,,,,,,,,1118,13,0
,,,,,,,,1119,14,0
,,,,,,,,1120,15,0
,,,,,,,,1121,16,0
,,,,,,,,1122,17,0
,,,,,,,,1123,18,0
,,,,,,,,1124,19,0
,,,,,,,,1125,20,0
,,,,,,,,1126,21,0
,,,,,,,,1127,22,0
,,,,,,,,1128,23,0
,,,,,,,,1129,0,0
,,,,,,,,1130,1,0
,,,,,,,,1131,2,0
,,,,,,,,1132,3,0
,,,,,,,,1133,4,0
,,,,,,,,1134,5,0
,,,,,,,,1135,6,0
,,,,,,,,1136,7,0
,,,,,,,,1137,8,0
,,,,,,,,1138,9,0
,,,,,,,,1139,10,0
,,,,,,,,1140,11,0
,,,,,,,,1141,12,0
,,,,,,,,1142,13,0
,,,,,,,,1143,14,0
,,,,,,,,1144,15,0
,,,,,,,,1145,16,0
,,,,,,,,1146,17,0
,,,,,,,,1147,18,0
,,,,,,,,1148,19,0
,,,,,,,,1149,20,0
,,,,,,,,1150,21,0
,,,,,,,,1151,22,0
,,,,,,,,1152,23,0
,,,,,,,,1153,0,0
,,,,,,,,1154,1,0
,,,,,,,,1155,2,0
,,,,,,,,1156,3,0
,,,,,,,,1157,4,0
,,,,,,,,1158,5,0
,,,,,,,,1159,6,0
,,,,,,,,1160,7,0
,,,,,,,,1161,8,0
,,,,,,,,1162,9,0
,,,,,,,,1163,10,0
,,,,,,,,1164,11,0
,,,,,,,,1165,12,0
,,,,,,,,1166,13,0
,,,,,,,,1167,14,0
,,,,,,,,1168,15,0
,,,,,,,,1169,16,0
,,,,,,,,1170,17,0
,,,,,,,,1171,18,0
,,,,,,,,1172,19,0
,,,,,,,,1173,20,0
,,,,,,,,1174,21,0
,,,,,,,,1175,22,0
,,,,,,,,1176,23,0
,,,,,,,,1177,0,0
,,,,,,,,1178,1,0
,,,,,,,,1179,2,0
,,,,,,,,1180,3,0
,,,,,,,,1181,4,0
,,,,,,,,1182,5,0
,,,,,,,,1183,6,0
,,,,,,,,1184,7,0
,,,,,,,,1185,8,0
,,,,,,,,1186,9,0
,,,,,,,,1187,10,0
,,,,,,,,1188,11,0
,,,,,,,,1189,12,0
,,,,,,,,1190,13,0
,,,,,,,,1191,14,0
,,,,,,,,1192,15,0
,,,,,,,,1193,16,0
,,,,,,,,1194,17,0
,,,,,,,,1195,18,0
,,,,,,,,1196,19,0
,,,,,,,,1197,20,0
,,,,,,,,1198,21,0
,,,,,,,,1199,22,0
,,,,,,,,1200,23,0
,,,,,,,,1201,0,0
,,,,,,,,1202,1,0
,,,,,,,,1203,2,0
,,,,,,,,1204,3,0
,,,,,,,,1205,4,0
,,,,,,,,1206,5,0
,,,,,,,,1207,6,0
,,,,,,,,1208,7,0
,,,,,,,,1209,8,0
,,,,,,,,1210,9,0
,,,,,,,,1211,10,0
,,,,,,,,1212,11,0
,,,,,,,,1213,12,0
,,,,,,,,1214,13,0
,,,,,,,,1215,14,0
,,,,,,,,1216,15,0
,,,,,,,,1217,16,0
,,,,,,,,1218,17,0
,,,,,,,,1219,18,0
,,,,,,,,1220,19,0
,,,,,,,,1221,20,0
,,,,,,,,1222,21,0
,,,,,,,,1223,22,0
,,,,,,,,1224,23,0
,,,,,,,,1225,0,0
,,,,,,,,1226,1,0
,,,,,,,,1227,2,0
,,,,,,,,1228,3,0
,,,,,,,,1229,4,0
,,,,,,,,1230,5,0
,,,,,,,,1231,6,0
,,,,,,,,1232,7,0
,,,,,,,,1233,8,0
,,,,,,,,1234,9,0
,,,,,,,,1235,10,0
,,,,,,,,1236,11,0
,,,,,,,,1237,12,0
,,,,,,,,1238,13,0
,,,,,,,,1239,14,0
,,,,,,,,1240,15,0
,,,,,,,,1241,16,0
,,,,,,,,1242,17,0
,,,,,,,,1243,18,0
,,,,,,,,1244,19,0
,,,,,,,,1245,20,0
,,,,,,,,1246,21,0
,,,,,,,,1247,22,0
,,,,,,,,1248,23,0
,,,,,,,,1249,0,0
,,,,,,,,1250,1,0
,,,,,,,,1251,2,0
,,,,,,,,1252,3,0
,,,,,,,,1253,4,0
,,,,,,,,1254,5,0
,,,,,,,,1255,6,0
,,,,,,,,1256,7,0
,,,,,,,,1257,8,0
,,,,,,,,1258,9,0
,,,,,,,,1259,10,0
,,,,,,,,1260,11,0
,,,,,,,,1261,12,0
,,,,,,,,1262,13,0
,,,,,,,,1263,14,0
,,,,,,,,1264,15,0
,,,,,,,,1265,16,0
,,,,,,,,1266,17,0
,,,,,,,,1267,18,0
,,,,,,,,1268,19,0
,,,,,,,,1269,20,0
,,,,,,,,1270,21,0
,,,,,,,,1271,22,0
,,,,,,,,1272,23,0
,,,,,,,,1273,0,0
,,,,,,,,1274,1,0
,,,,,,,,1275,2,0
,,,,,,,,1276,3,0
,,,,,,,,1277,4,0
,,,,,,,,1278,5,0
,,,,,,,,1279,6,0
,,,,,,,,1280,7,0
,,,,,,,,1281,8,0
,,,,,,,,1282,9,0
,,,,,,,,1283,10,0
,,,,,,,,1284,11,0
,,,,,,,,1285,12,0
,,,,,,,,1286,13,0
,,,,,,,,1287,14,0
,,,,,,,,1288,15,0
,,,,,,,,1289,16,0
,,,,,,,,1290,17,0
,,,,,,,,1291,18,0
,,,,,,,,1292,19,0
,,,,,,,,1293,20,0
,,,,,,,,1294,21,0
,,,,,,,,1295,22,0
,,,,,,,,1296,23,0
,,,,,,,,1297,0,0
,,,,,,,,1298,1,0
,,,,,,,,1299,2,0
,,,,,,,,1300,3,0
,,,,,,,,1301,4,0
,,,,,,,,1302,5,0
,,,,,,,,1303,6,0
,,,,,,,,1304,7,0
,,,,,,,,1305,8,0
,,,,,,,,1306,9,0
,,,,,,,,1307,10,0
,,,,,,,,1308,11,0
,,,,,,,,1309,12,0
,,,,,,,,1310,13,0
,,,,,,,,1311,14,0
,,,,,,,,1312,15,0
,,,,,,,,1313,16,0
,,,,,,,,1314,17,0
,,,,,,,,1315,18,0
,,,,,,,,1316,19,0
,,,,,,,,1317,20,0
,,,,,,,,1318,21,0
,,,,,,,,1319,22,0
,,,,,,,,1320,23,0
,,,,,,,,1321,0,0
,,,,,,,,1322,1,0
,,,,,,,,1323,2,0
,,,,,,,,1324,3,0
,,,,,,,,1325,4,0
,,,,,,,,1326,5,0
,,,,,,,,1327,6,0
,,,,,,,,1328,7,0
,,,,,,,,1329,8,0
,,,,,,,,1330,9,0
,,,,,,,,1331,10,0
,,,,,,,,1332,11,0
,,,,,,,,1333,12,0
,,,,,,,,1334,13,0
,,,,,,,,1335,14,0
,,,,,,,,1336,15,0
,,,,,,,,1337,16,0
,,,,,,,,1338,17,0
,,,,,,,,1339,18,0
,,,,,,,,1340,19,0
,,,,,,,,1341,20,0
,,,,,,,,1342,21,0
,,,,,,,,1343,22,0
,,,,,,,,1344,23,0
