Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2,demand_ip3,demand_ip4,demand_ip5,demand_ip6,demand_ip7
,,,,,,,,,285,1,19,21,2023-01-19T19:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,286,1,19,22,2023-01-19T20:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,287,1,19,23,2023-01-19T21:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,288,1,19,24,2023-01-19T22:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,289,1,20,1,2023-01-19T23:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,290,1,20,2,2023-01-20T00:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,291,1,20,3,2023-01-20T01:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,292,1,20,4,2023-01-20T02:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,293,1,20,5,2023-01-20T03:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,294,1,20,6,2023-01-20T04:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,295,1,20,7,2023-01-20T05:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,296,1,20,8,2023-01-20T06:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,297,1,20,9,2023-01-20T07:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,298,1,20,10,2023-01-20T08:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,299,1,20,11,2023-01-20T09:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,300,1,20,12,2023-01-20T10:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,301,1,20,13,2023-01-20T11:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,302,1,20,14,2023-01-20T12:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,303,1,20,15,2023-01-20T13:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,304,1,20,16,2023-01-20T14:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,305,1,20,17,2023-01-20T15:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,306,1,20,18,2023-01-20T16:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,307,1,20,19,2023-01-20T17:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,308,1,20,20,2023-01-20T18:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,309,1,20,21,2023-01-20T19:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,310,1,20,22,2023-01-20T20:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,311,1,20,23,2023-01-20T21:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,312,1,20,24,2023-01-20T22:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,313,1,21,1,2023-01-20T23:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,314,1,21,2,2023-01-21T00:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,315,1,21,3,2023-01-21T01:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,316,1,21,4,2023-01-21T02:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,317,1,21,5,2023-01-21T03:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,318,1,21,6,2023-01-21T04:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,319,1,21,7,2023-01-21T05:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,320,1,21,8,2023-01-21T06:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,321,1,21,9,2023-01-21T07:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,322,1,21,10,2023-01-21T08:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,323,1,21,11,2023-01-21T09:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,324,1,21,12,2023-01-21T10:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,325,1,21,13,2023-01-21T11:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,326,1,21,14,2023-01-21T12:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,327,1,21,15,2023-01-21T13:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,373,1,23,13,2023-01-23T11:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,374,1,23,14,2023-01-23T12:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,375,1,23,15,2023-01-23T13:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,376,1,23,16,2023-01-23T14:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,377,1,23,17,2023-01-23T15:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,378,1,23,18,2023-01-23T16:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,379,1,23,19,2023-01-23T17:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,380,1,23,20,2023-01-23T18:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,381,1,23,21,2023-01-23T19:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,382,1,23,22,2023-01-23T20:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,383,1,23,23,2023-01-23T21:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,384,1,23,24,2023-01-23T22:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,385,1,24,1,2023-01-23T23:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,386,1,24,2,2023-01-24T00:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,387,1,24,3,2023-01-24T01:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,388,1,24,4,2023-01-24T02:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,389,1,24,5,2023-01-24T03:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,390,1,24,6,2023-01-24T04:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,391,1,24,7,2023-01-24T05:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,392,1,24,8,2023-01-24T06:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,393,1,24,9,2023-01-24T07:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,394,1,24,10,2023-01-24T08:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,395,1,24,11,2023-01-24T09:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,396,1,24,12,2023-01-24T10:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,397,1,24,13,2023-01-24T11:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,398,1,24,14,2023-01-24T12:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,399,1,24,15,2023-01-24T13:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,400,1,24,16,2023-01-24T14:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,401,1,24,17,2023-01-24T15:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,402,1,24,18,2023-01-24T16:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,403,1,24,19,2023-01-24T17:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,404,1,24,20,2023-01-24T18:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,405,1,24,21,2023-01-24T19:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,406,1,24,22,2023-01-24T20:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,407,1,24,23,2023-01-24T21:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,408,1,24,24,2023-01-24T22:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,409,1,25,1,2023-01-24T23:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,410,1,25,2,2023-01-25T00:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,411,1,25,3,2023-01-25T01:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,412,1,25,4,2023-01-25T02:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,413,1,25,5,2023-01-25T03:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,414,1,25,6,2023-01-25T04:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,415,1,25,7,2023-01-25T05:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,416,1,25,8,2023-01-25T06:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,417,1,25,9,2023-01-25T07:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,418,1,25,10,2023-01-25T08:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,419,1,25,11,2023-01-25T09:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,420,1,25,12,2023-01-25T10:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,421,1,25,13,2023-01-25T11:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,422,1,25,14,2023-01-25T12:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,423,1,25,15,2023-01-25T13:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,424,1,25,16,2023-01-25T14:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,425,1,25,17,2023-01-25T15:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,426,1,25,18,2023-01-25T16:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,427,1,25,19,2023-01-25T17:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,428,1,25,20,2023-01-25T18:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,429,1,25,21,2023-01-25T19:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,430,1,25,22,2023-01-25T20:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,431,1,25,23,2023-01-25T21:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,432,1,25,24,2023-01-25T22:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,433,1,26,1,2023-01-25T23:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,434,1,26,2,2023-01-26T00:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,435,1,26,3,2023-01-26T01:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,436,1,26,4,2023-01-26T02:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,437,1,26,5,2023-01-26T03:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,438,1,26,6,2023-01-26T04:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,439,1,26,7,2023-01-26T05:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,440,1,26,8,2023-01-26T06:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,441,1,26,9,2023-01-26T07:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,442,1,26,10,2023-01-26T08:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,443,1,26,11,2023-01-26T09:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,444,1,26,12,2023-01-26T10:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,445,1,26,13,2023-01-26T11:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,446,1,26,14,2023-01-26T12:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,447,1,26,15,2023-01-26T13:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,448,1,26,16,2023-01-26T14:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,449,1,26,17,2023-01-26T15:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,450,1,26,18,2023-01-26T16:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,451,1,26,19,2023-01-26T17:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,452,1,26,20,2023-01-26T18:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,453,1,26,21,2023-01-26T19:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,454,1,26,22,2023-01-26T20:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,455,1,26,23,2023-01-26T21:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,456,1,26,24,2023-01-26T22:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,457,1,27,1,2023-01-26T23:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,458,1,27,2,2023-01-27T00:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,459,1,27,3,2023-01-27T01:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,460,1,27,4,2023-01-27T02:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,461,1,27,5,2023-01-27T03:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,462,1,27,6,2023-01-27T04:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,463,1,27,7,2023-01-27T05:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,464,1,27,8,2023-01-27T06:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,465,1,27,9,2023-01-27T07:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,466,1,27,10,2023-01-27T08:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,467,1,27,11,2023-01-27T09:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,468,1,27,12,2023-01-27T10:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,469,1,27,13,2023-01-27T11:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,470,1,27,14,2023-01-27T12:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,471,1,27,15,2023-01-27T13:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,472,1,27,16,2023-01-27T14:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,473,1,27,17,2023-01-27T15:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,474,1,27,18,2023-01-27T16:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,475,1,27,19,2023-01-27T17:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,476,1,27,20,2023-01-27T18:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,477,1,27,21,2023-01-27T19:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,478,1,27,22,2023-01-27T20:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,479,1,27,23,2023-01-27T21:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,480,1,27,24,2023-01-27T22:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,481,1,28,1,2023-01-27T23:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,482,1,28,2,2023-01-28T00:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,483,1,28,3,2023-01-28T01:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,484,1,28,4,2023-01-28T02:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,485,1,28,5,2023-01-28T03:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,486,1,28,6,2023-01-28T04:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,487,1,28,7,2023-01-28T05:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,488,1,28,8,2023-01-28T06:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,489,1,28,9,2023-01-28T07:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,490,1,28,10,2023-01-28T08:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,491,1,28,11,2023-01-28T09:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,492,1,28,12,2023-01-28T10:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,493,1,28,13,2023-01-28T11:00:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,494,1,28,14,2023-01-28T12:00:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,495,1,28,15,2023-01-28T13:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,496,1,28,16,2023-01-28T14:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,497,1,28,17,2023-01-28T15:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,498,1,28,18,2023-01-28T16:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,499,1,28,19,2023-01-28T17:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,500,1,28,20,2023-01-28T18:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,501,1,28,21,2023-01-28T19:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,502,1,28,22,2023-01-28T20:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,503,1,28,23,2023-01-28T21:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,504,1,28,24,2023-01-28T22:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,505,11,5,1,2023-11-04T23:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,506,11,5,2,2023-11-05T00:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,507,11,5,3,2023-11-05T01:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,508,11,5,4,2023-11-05T02:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,509,11,5,5,2023-11-05T03:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,510,11,5,6,2023-11-05T04:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,511,11,5,7,2023-11-05T05:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,512,11,5,8,2023-11-05T06:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,513,11,5,9,2023-11-05T07:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,514,11,5,10,2023-11-05T08:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,515,11,5,11,2023-11-05T09:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,516,11,5,12,2023-11-05T10:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,517,11,5,13,2023-11-05T11:00:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,518,11,5,14,2023-11-05T12:00:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,519,11,5,15,2023-11-05T13:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,520,11,5,16,2023-11-05T14:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,521,11,5,17,2023-11-05T15:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,522,11,5,18,2023-11-05T16:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,523,11,5,19,2023-11-05T17:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,524,11,5,20,2023-11-05T18:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,525,11,5,21,2023-11-05T19:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,526,11,5,22,2023-11-05T20:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,527,11,5,23,2023-11-05T21:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,528,11,5,24,2023-11-05T22:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,529,11,6,1,2023-11-05T23:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,530,11,6,2,2023-11-06T00:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,531,11,6,3,2023-11-06T01:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,532,11,6,4,2023-11-06T02:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,533,11,6,5,2023-11-06T03:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,534,11,6,6,2023-11-06T04:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,535,11,6,7,2023-11-06T05:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,536,11,6,8,2023-11-06T06:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,537,11,6,9,2023-11-06T07:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,538,11,6,10,2023-11-06T08:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,539,11,6,11,2023-11-06T09:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,540,11,6,12,2023-11-06T10:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,541,11,6,13,2023-11-06T11:00:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,542,11,6,14,2023-11-06T12:00:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,543,11,6,15,2023-11-06T13:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,544,11,6,16,2023-11-06T14:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,545,11,6,17,2023-11-06T15:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,546,11,6,18,2023-11-06T16:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,547,11,6,19,2023-11-06T17:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,548,11,6,20,2023-11-06T18:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,549,11,6,21,2023-11-06T19:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,550,11,6,22,2023-11-06T20:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,551,11,6,23,2023-11-06T21:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,552,11,6,24,2023-11-06T22:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,553,11,7,1,2023-11-06T23:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,554,11,7,2,2023-11-07T00:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,555,11,7,3,2023-11-07T01:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,556,11,7,4,2023-11-07T02:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,557,11,7,5,2023-11-07T03:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,558,11,7,6,2023-11-07T04:00:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,559,11,7,7,2023-11-07T05:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,560,11,7,8,2023-11-07T06:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,561,11,7,9,2023-11-07T07:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,562,11,7,10,2023-11-07T08:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,563,11,7,11,2023-11-07T09:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,564,11,7,12,2023-11-07T10:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,565,11,7,13,2023-11-07T11:00:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,566,11,7,14,2023-11-07T12:00:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,567,11,7,15,2023-11-07T13:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,568,11,7,16,2023-11-07T14:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,569,11,7,17,2023-11-07T15:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,570,11,7,18,2023-11-07T16:00:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,571,11,7,19,2023-11-07T17:00:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,572,11,7,20,2023-11-07T18:00:00+08:00,100,28,3,1,2,0,801
